country,year,attack_type,target_industry,financial_loss_million,affected_users,attack_source,vulnerability_type,defense_mechanism,resolution_time_hours,loss_per_user,cluster_id,risk_profile
India,2017,Man-in-the-Middle,Telecommunications,32.4,437554,Insider,Weak Passwords,Firewall,19.0,74.04800321788854,0,High-Impact Rapid-Response Incidents
India,2023,Phishing,Retail,53.07,589348,Hacker Group,Social Engineering,Antivirus,4.0,90.04866394727733,0,High-Impact Rapid-Response Incidents
Brazil,2024,Ransomware,Retail,68.95,322146,Hacker Group,Social Engineering,Encryption,70.0,214.03338858778318,2,Critical High-Impact Incidents
India,2020,SQL Injection,Government,42.81,432917,Hacker Group,Unpatched Software,AI-based Detection,53.0,98.88731558243266,2,Critical High-Impact Incidents
UK,2022,DDoS,IT,53.91,64163,Unknown,Weak Passwords,AI-based Detection,7.0,840.2038558047473,3,Concentrated High-Cost Incidents
France,2021,Phishing,Retail,45.67,95873,Unknown,Unpatched Software,Antivirus,50.0,476.35935039062093,3,Concentrated High-Cost Incidents
Germany,2020,SQL Injection,Healthcare,62.61,205015,Nation-state,Unpatched Software,AI-based Detection,57.0,305.3922883691437,2,Critical High-Impact Incidents
Germany,2020,SQL Injection,Telecommunications,27.52,488501,Nation-state,Social Engineering,Encryption,47.0,56.33560627306802,2,Critical High-Impact Incidents
USA,2020,Ransomware,Retail,16.33,850758,Insider,Unpatched Software,Firewall,9.0,19.19464759661384,0,High-Impact Rapid-Response Incidents
Brazil,2019,SQL Injection,Healthcare,67.42,703282,Insider,Weak Passwords,Encryption,2.0,95.86481667382358,0,High-Impact Rapid-Response Incidents
Germany,2015,SQL Injection,Government,87.71,1579,Unknown,Unpatched Software,Antivirus,55.0,55547.815072830905,3,Concentrated High-Cost Incidents
Germany,2023,DDoS,IT,93.72,828721,Insider,Weak Passwords,Encryption,21.0,113.08993014536858,0,High-Impact Rapid-Response Incidents
Germany,2017,Malware,Government,67.79,239402,Hacker Group,Zero-day,VPN,17.0,283.16388334266213,0,High-Impact Rapid-Response Incidents
Russia,2024,DDoS,Education,54.4,891298,Insider,Social Engineering,AI-based Detection,60.0,61.03458102677219,2,Critical High-Impact Incidents
Australia,2024,Man-in-the-Middle,Education,86.52,915463,Insider,Weak Passwords,Antivirus,2.0,94.509554181873,0,High-Impact Rapid-Response Incidents
India,2018,Malware,Education,99.09,395264,Unknown,Weak Passwords,Antivirus,5.0,250.69320757772022,0,High-Impact Rapid-Response Incidents
China,2015,Man-in-the-Middle,Healthcare,66.13,946668,Hacker Group,Unpatched Software,Encryption,67.0,69.85553541473884,2,Critical High-Impact Incidents
USA,2023,Malware,IT,52.54,201017,Insider,Unpatched Software,Encryption,17.0,261.37092882691513,0,High-Impact Rapid-Response Incidents
Germany,2022,SQL Injection,IT,48.0,876383,Insider,Zero-day,Encryption,72.0,54.770574052668756,2,Critical High-Impact Incidents
Australia,2022,Ransomware,Government,10.84,564944,Insider,Social Engineering,Antivirus,58.0,19.187742501911693,1,Widespread Low-Loss Incidents
Russia,2023,Malware,IT,6.35,259573,Nation-state,Zero-day,Firewall,68.0,24.46325311184137,1,Widespread Low-Loss Incidents
Japan,2020,DDoS,Education,99.83,10859,Nation-state,Social Engineering,AI-based Detection,66.0,9193.295883598857,3,Concentrated High-Cost Incidents
Russia,2020,DDoS,Government,41.45,496378,Insider,Unpatched Software,AI-based Detection,42.0,83.50490956488805,2,Critical High-Impact Incidents
UK,2019,Man-in-the-Middle,Education,29.92,937987,Hacker Group,Weak Passwords,VPN,45.0,31.89809666871716,2,Critical High-Impact Incidents
India,2023,Ransomware,Education,9.32,182887,Hacker Group,Unpatched Software,Firewall,51.0,50.96042911743317,1,Widespread Low-Loss Incidents
France,2017,Man-in-the-Middle,Healthcare,34.43,927694,Insider,Social Engineering,VPN,43.0,37.113530970341515,2,Critical High-Impact Incidents
Brazil,2021,Man-in-the-Middle,Banking,81.68,893986,Insider,Unpatched Software,Firewall,47.0,91.36608403263585,2,Critical High-Impact Incidents
USA,2018,Phishing,Retail,36.85,852789,Hacker Group,Social Engineering,VPN,4.0,43.21115774241929,0,High-Impact Rapid-Response Incidents
Brazil,2024,Man-in-the-Middle,Healthcare,26.92,695427,Nation-state,Zero-day,Encryption,28.0,38.710029952820356,0,High-Impact Rapid-Response Incidents
India,2019,DDoS,Banking,35.31,961173,Insider,Social Engineering,VPN,37.0,36.73636275675659,2,Critical High-Impact Incidents
China,2018,Man-in-the-Middle,Healthcare,11.74,430760,Nation-state,Unpatched Software,Firewall,63.0,27.254155446188133,1,Widespread Low-Loss Incidents
Germany,2016,Ransomware,Telecommunications,93.93,198764,Insider,Zero-day,Encryption,40.0,472.57048560101424,2,Critical High-Impact Incidents
Brazil,2021,Malware,Banking,34.68,786462,Unknown,Weak Passwords,Firewall,17.0,44.09621825339304,0,High-Impact Rapid-Response Incidents
India,2020,Malware,IT,84.43,999542,Hacker Group,Social Engineering,Encryption,15.0,84.46868665848959,0,High-Impact Rapid-Response Incidents
Australia,2022,Malware,Government,24.6,221315,Nation-state,Unpatched Software,VPN,53.0,111.15378532860403,2,Critical High-Impact Incidents
Brazil,2018,SQL Injection,Education,52.7,861075,Hacker Group,Social Engineering,Encryption,7.0,61.202566559242804,0,High-Impact Rapid-Response Incidents
Japan,2022,Phishing,Telecommunications,33.54,55209,Nation-state,Unpatched Software,VPN,11.0,607.5096451665489,3,Concentrated High-Cost Incidents
India,2018,Phishing,Education,43.54,76479,Insider,Zero-day,Firewall,4.0,569.3066070424561,3,Concentrated High-Cost Incidents
Japan,2016,SQL Injection,Telecommunications,37.17,728731,Unknown,Weak Passwords,VPN,72.0,51.00647564053128,2,Critical High-Impact Incidents
Japan,2017,SQL Injection,Education,36.37,161579,Nation-state,Zero-day,Firewall,15.0,225.09113189213946,0,High-Impact Rapid-Response Incidents
Germany,2019,SQL Injection,Government,56.53,362642,Unknown,Social Engineering,Encryption,19.0,155.88376415307658,0,High-Impact Rapid-Response Incidents
Brazil,2017,DDoS,Education,29.76,913276,Insider,Social Engineering,Encryption,57.0,32.58598714955829,2,Critical High-Impact Incidents
Brazil,2019,Phishing,Government,70.6,817268,Nation-state,Zero-day,VPN,1.0,86.38537175075984,0,High-Impact Rapid-Response Incidents
UK,2021,SQL Injection,IT,80.05,682480,Hacker Group,Zero-day,AI-based Detection,14.0,117.29281444144884,0,High-Impact Rapid-Response Incidents
USA,2024,DDoS,Telecommunications,15.53,298385,Hacker Group,Unpatched Software,AI-based Detection,11.0,52.046852221123714,0,High-Impact Rapid-Response Incidents
China,2020,DDoS,Healthcare,6.32,682445,Nation-state,Social Engineering,Firewall,20.0,9.260819553224069,1,Widespread Low-Loss Incidents
India,2021,SQL Injection,Government,18.26,78277,Hacker Group,Weak Passwords,Firewall,51.0,233.27414182965623,3,Concentrated High-Cost Incidents
India,2023,Man-in-the-Middle,IT,90.85,985267,Hacker Group,Unpatched Software,Firewall,48.0,92.20850794759187,2,Critical High-Impact Incidents
Japan,2016,Man-in-the-Middle,Healthcare,2.59,603982,Hacker Group,Social Engineering,Firewall,18.0,4.288207264454901,1,Widespread Low-Loss Incidents
Japan,2021,DDoS,Banking,74.26,81354,Insider,Weak Passwords,Firewall,6.0,912.8008456867517,3,Concentrated High-Cost Incidents
France,2021,Phishing,Education,78.99,542754,Insider,Zero-day,VPN,42.0,145.53554649067533,2,Critical High-Impact Incidents
Australia,2020,Phishing,Education,85.79,905386,Hacker Group,Zero-day,Firewall,17.0,94.75516520025712,0,High-Impact Rapid-Response Incidents
UK,2021,Phishing,Banking,88.38,281387,Hacker Group,Social Engineering,Firewall,55.0,314.08700473014034,2,Critical High-Impact Incidents
France,2015,Malware,Banking,30.15,205850,Insider,Unpatched Software,Firewall,72.0,146.46587320864708,2,Critical High-Impact Incidents
Germany,2024,Malware,Telecommunications,70.44,998028,Hacker Group,Unpatched Software,Encryption,59.0,70.57918214719427,2,Critical High-Impact Incidents
China,2015,Malware,IT,20.63,780527,Hacker Group,Zero-day,Antivirus,68.0,26.430860175240575,2,Critical High-Impact Incidents
USA,2020,Ransomware,Telecommunications,56.37,667436,Insider,Social Engineering,AI-based Detection,11.0,84.45753600345202,0,High-Impact Rapid-Response Incidents
Japan,2022,Ransomware,Retail,71.26,440529,Insider,Weak Passwords,Encryption,20.0,161.76006573914543,0,High-Impact Rapid-Response Incidents
China,2023,Man-in-the-Middle,Banking,3.47,194670,Nation-state,Social Engineering,Firewall,29.0,17.82503724251297,1,Widespread Low-Loss Incidents
USA,2023,DDoS,Banking,53.59,750875,Nation-state,Weak Passwords,Encryption,30.0,71.370068253704,0,High-Impact Rapid-Response Incidents
China,2020,Phishing,Retail,75.95,970373,Unknown,Social Engineering,AI-based Detection,58.0,78.26887186679761,2,Critical High-Impact Incidents
France,2024,Phishing,Retail,44.98,827399,Nation-state,Weak Passwords,AI-based Detection,25.0,54.36313072652976,0,High-Impact Rapid-Response Incidents
UK,2018,Man-in-the-Middle,Education,81.01,416149,Insider,Unpatched Software,Antivirus,56.0,194.6658528555878,2,Critical High-Impact Incidents
Germany,2015,Ransomware,IT,51.11,506625,Insider,Weak Passwords,VPN,41.0,100.88329632371084,2,Critical High-Impact Incidents
USA,2018,Phishing,Government,38.83,333027,Hacker Group,Zero-day,VPN,19.0,116.59715278340795,0,High-Impact Rapid-Response Incidents
USA,2021,SQL Injection,Telecommunications,89.93,982269,Insider,Unpatched Software,Antivirus,51.0,91.55333213203308,2,Critical High-Impact Incidents
Brazil,2024,Malware,Government,78.97,724903,Unknown,Weak Passwords,Encryption,53.0,108.93871317955644,2,Critical High-Impact Incidents
Russia,2024,DDoS,Education,26.82,156823,Hacker Group,Social Engineering,VPN,1.0,171.02083240341022,0,High-Impact Rapid-Response Incidents
China,2017,DDoS,Education,56.73,244753,Insider,Zero-day,VPN,45.0,231.784697225366,2,Critical High-Impact Incidents
Russia,2022,Malware,Retail,71.15,258554,Unknown,Social Engineering,AI-based Detection,72.0,275.1842941899951,2,Critical High-Impact Incidents
Australia,2020,Ransomware,Telecommunications,97.9,139407,Insider,Unpatched Software,Antivirus,41.0,702.260288220821,3,Concentrated High-Cost Incidents
France,2023,Phishing,Education,5.8,206203,Hacker Group,Social Engineering,Encryption,7.0,28.127621809576,1,Widespread Low-Loss Incidents
UK,2016,SQL Injection,Government,69.55,55635,Unknown,Weak Passwords,Encryption,13.0,1250.1123393547227,3,Concentrated High-Cost Incidents
Germany,2021,Ransomware,Education,11.42,55683,Hacker Group,Unpatched Software,AI-based Detection,19.0,205.08952463049764,3,Concentrated High-Cost Incidents
India,2023,Phishing,Banking,87.62,210006,Nation-state,Social Engineering,VPN,27.0,417.2261744902527,0,High-Impact Rapid-Response Incidents
Russia,2015,Man-in-the-Middle,Education,98.58,816455,Unknown,Unpatched Software,AI-based Detection,40.0,120.74149830670399,2,Critical High-Impact Incidents
UK,2020,SQL Injection,IT,87.48,53147,Nation-state,Social Engineering,Antivirus,9.0,1646.0007149980243,3,Concentrated High-Cost Incidents
UK,2018,SQL Injection,Telecommunications,80.96,583514,Hacker Group,Zero-day,VPN,54.0,138.7455999341918,2,Critical High-Impact Incidents
UK,2022,Ransomware,Government,85.43,688150,Unknown,Weak Passwords,Firewall,58.0,124.14444525176197,2,Critical High-Impact Incidents
Japan,2023,Phishing,Government,3.54,809443,Insider,Weak Passwords,VPN,59.0,4.373377742472293,1,Widespread Low-Loss Incidents
Japan,2024,Malware,Government,34.03,78149,Nation-state,Weak Passwords,Encryption,30.0,435.4502296894394,3,Concentrated High-Cost Incidents
Australia,2018,DDoS,Banking,64.29,113775,Insider,Weak Passwords,AI-based Detection,14.0,565.062623599209,0,High-Impact Rapid-Response Incidents
India,2021,Ransomware,Banking,54.97,798498,Nation-state,Zero-day,VPN,54.0,68.84175038635037,2,Critical High-Impact Incidents
Brazil,2016,Phishing,Education,97.45,267789,Insider,Weak Passwords,Encryption,26.0,363.905910997091,0,High-Impact Rapid-Response Incidents
UK,2023,SQL Injection,Telecommunications,30.19,833840,Insider,Unpatched Software,Antivirus,6.0,36.20598676004989,0,High-Impact Rapid-Response Incidents
USA,2018,DDoS,Banking,6.61,646433,Insider,Social Engineering,Firewall,37.0,10.2253443125583,1,Widespread Low-Loss Incidents
Brazil,2017,Man-in-the-Middle,Government,68.03,403770,Hacker Group,Weak Passwords,Encryption,22.0,168.48700993139659,0,High-Impact Rapid-Response Incidents
Germany,2018,SQL Injection,Retail,75.63,814701,Hacker Group,Social Engineering,Antivirus,63.0,92.83160325076317,2,Critical High-Impact Incidents
China,2019,Ransomware,IT,72.29,666683,Hacker Group,Zero-day,Encryption,34.0,108.43234340758652,0,High-Impact Rapid-Response Incidents
Germany,2016,DDoS,Banking,44.17,236438,Hacker Group,Weak Passwords,Antivirus,24.0,186.81430226951673,0,High-Impact Rapid-Response Incidents
Russia,2020,DDoS,Education,60.94,798113,Insider,Social Engineering,Antivirus,23.0,76.35510259825364,0,High-Impact Rapid-Response Incidents
Germany,2021,Malware,Healthcare,23.34,518982,Hacker Group,Weak Passwords,VPN,20.0,44.972658011260506,0,High-Impact Rapid-Response Incidents
Germany,2015,DDoS,IT,76.99,252225,Unknown,Unpatched Software,Antivirus,67.0,305.24333432451186,2,Critical High-Impact Incidents
USA,2017,SQL Injection,Government,60.66,5346,Unknown,Zero-day,Antivirus,69.0,11346.801346801347,3,Concentrated High-Cost Incidents
China,2017,DDoS,Retail,19.36,4814,Unknown,Social Engineering,AI-based Detection,42.0,4021.6036560033235,3,Concentrated High-Cost Incidents
Brazil,2021,SQL Injection,Banking,50.61,772512,Hacker Group,Weak Passwords,Encryption,42.0,65.51354542065366,2,Critical High-Impact Incidents
Australia,2023,Phishing,Education,81.81,16360,Nation-state,Unpatched Software,AI-based Detection,37.0,5000.611246943765,3,Concentrated High-Cost Incidents
India,2024,Phishing,Telecommunications,38.68,224143,Nation-state,Social Engineering,Antivirus,60.0,172.56840499145633,2,Critical High-Impact Incidents
Russia,2023,SQL Injection,IT,52.35,743325,Insider,Weak Passwords,VPN,9.0,70.42679850670972,0,High-Impact Rapid-Response Incidents
France,2019,Phishing,Education,81.47,597542,Unknown,Weak Passwords,VPN,11.0,136.3418805707381,0,High-Impact Rapid-Response Incidents
Russia,2024,Malware,Education,55.15,913591,Hacker Group,Zero-day,AI-based Detection,51.0,60.36618136562203,2,Critical High-Impact Incidents
Japan,2023,SQL Injection,IT,8.24,183702,Nation-state,Zero-day,VPN,57.0,44.85525470599122,1,Widespread Low-Loss Incidents
China,2024,Ransomware,Healthcare,42.26,685837,Insider,Social Engineering,VPN,68.0,61.61813958710306,2,Critical High-Impact Incidents
India,2015,Phishing,Healthcare,28.6,690500,Hacker Group,Weak Passwords,Encryption,11.0,41.41926140477914,0,High-Impact Rapid-Response Incidents
India,2016,SQL Injection,Banking,4.31,520308,Insider,Zero-day,VPN,39.0,8.283555125041321,1,Widespread Low-Loss Incidents
India,2020,Phishing,Education,17.43,84643,Nation-state,Unpatched Software,Antivirus,53.0,205.92370308235766,3,Concentrated High-Cost Incidents
France,2023,Malware,Healthcare,85.28,762282,Hacker Group,Social Engineering,Firewall,11.0,111.87460808467208,0,High-Impact Rapid-Response Incidents
France,2022,Malware,Education,70.46,427144,Unknown,Social Engineering,Firewall,42.0,164.9560803850692,2,Critical High-Impact Incidents
Russia,2018,Man-in-the-Middle,Banking,86.87,800683,Nation-state,Unpatched Software,Firewall,57.0,108.4948725026009,2,Critical High-Impact Incidents
Japan,2024,Man-in-the-Middle,Education,46.39,662101,Insider,Social Engineering,VPN,7.0,70.06483905023553,0,High-Impact Rapid-Response Incidents
Australia,2016,Malware,IT,30.72,977343,Hacker Group,Weak Passwords,VPN,47.0,31.432158413167127,2,Critical High-Impact Incidents
India,2021,Ransomware,Education,86.73,534013,Unknown,Unpatched Software,Firewall,49.0,162.4117764923326,2,Critical High-Impact Incidents
China,2024,SQL Injection,Education,18.45,947933,Insider,Social Engineering,Antivirus,10.0,19.463400894367005,0,High-Impact Rapid-Response Incidents
Australia,2017,Malware,Retail,9.25,692167,Unknown,Weak Passwords,Encryption,70.0,13.363826937718787,1,Widespread Low-Loss Incidents
Japan,2023,Malware,IT,23.16,320277,Unknown,Weak Passwords,Encryption,69.0,72.31240457478995,2,Critical High-Impact Incidents
Japan,2017,Ransomware,Retail,49.75,163062,Unknown,Unpatched Software,AI-based Detection,43.0,305.09867412395283,2,Critical High-Impact Incidents
Australia,2017,Malware,Banking,25.76,801821,Unknown,Weak Passwords,AI-based Detection,18.0,32.12687120940958,0,High-Impact Rapid-Response Incidents
China,2016,Ransomware,Government,72.25,860664,Unknown,Zero-day,Firewall,10.0,83.94681315821273,0,High-Impact Rapid-Response Incidents
Japan,2018,Man-in-the-Middle,Education,20.85,511823,Insider,Zero-day,AI-based Detection,43.0,40.736739067998116,1,Widespread Low-Loss Incidents
Germany,2024,Man-in-the-Middle,IT,93.13,952299,Unknown,Weak Passwords,VPN,33.0,97.79491525245747,0,High-Impact Rapid-Response Incidents
India,2018,Phishing,Education,5.27,982450,Unknown,Weak Passwords,Firewall,32.0,5.364140668736322,1,Widespread Low-Loss Incidents
Australia,2024,DDoS,Retail,28.16,411083,Unknown,Weak Passwords,Firewall,30.0,68.50198135169784,0,High-Impact Rapid-Response Incidents
USA,2019,Man-in-the-Middle,Government,17.59,43140,Insider,Social Engineering,AI-based Detection,28.0,407.74223458507186,3,Concentrated High-Cost Incidents
UK,2018,Malware,Education,51.59,935465,Nation-state,Weak Passwords,AI-based Detection,28.0,55.14904352380901,0,High-Impact Rapid-Response Incidents
Germany,2018,DDoS,Banking,81.34,52799,Insider,Zero-day,AI-based Detection,38.0,1540.5594802931873,3,Concentrated High-Cost Incidents
China,2020,SQL Injection,Telecommunications,70.02,688312,Nation-state,Unpatched Software,VPN,48.0,101.72712374620812,2,Critical High-Impact Incidents
France,2024,Phishing,Government,5.18,219162,Hacker Group,Unpatched Software,Encryption,23.0,23.63548425365711,1,Widespread Low-Loss Incidents
UK,2017,Man-in-the-Middle,Telecommunications,60.01,740448,Hacker Group,Weak Passwords,Encryption,26.0,81.04552919313713,0,High-Impact Rapid-Response Incidents
France,2016,Ransomware,Banking,62.73,596776,Nation-state,Zero-day,Firewall,17.0,105.11481694974329,0,High-Impact Rapid-Response Incidents
Australia,2022,SQL Injection,Telecommunications,56.2,571454,Insider,Weak Passwords,VPN,42.0,98.34562361974892,2,Critical High-Impact Incidents
Russia,2020,DDoS,Government,72.59,787260,Insider,Weak Passwords,Firewall,15.0,92.20587861697533,0,High-Impact Rapid-Response Incidents
UK,2018,Malware,Healthcare,19.79,805745,Insider,Weak Passwords,Firewall,7.0,24.56112045374157,0,High-Impact Rapid-Response Incidents
Russia,2020,SQL Injection,Telecommunications,35.02,377194,Unknown,Weak Passwords,Firewall,50.0,92.84347046877734,2,Critical High-Impact Incidents
China,2023,Malware,Education,37.07,417554,Insider,Unpatched Software,Antivirus,35.0,88.77893637709134,0,High-Impact Rapid-Response Incidents
China,2019,SQL Injection,Government,65.85,252025,Hacker Group,Zero-day,Encryption,60.0,261.2836028171808,2,Critical High-Impact Incidents
India,2015,Ransomware,Education,96.03,898251,Hacker Group,Weak Passwords,Antivirus,70.0,106.90775740856398,2,Critical High-Impact Incidents
Brazil,2015,Man-in-the-Middle,Banking,74.27,551388,Unknown,Unpatched Software,Encryption,51.0,134.69643880534215,2,Critical High-Impact Incidents
India,2017,DDoS,Banking,45.98,538245,Hacker Group,Weak Passwords,AI-based Detection,18.0,85.42578193945137,0,High-Impact Rapid-Response Incidents
India,2021,Malware,Telecommunications,50.97,838461,Nation-state,Zero-day,AI-based Detection,6.0,60.789947296296425,0,High-Impact Rapid-Response Incidents
Brazil,2020,SQL Injection,Banking,68.05,912770,Unknown,Zero-day,AI-based Detection,67.0,74.55328286424839,2,Critical High-Impact Incidents
India,2021,DDoS,Education,95.95,62194,Nation-state,Zero-day,AI-based Detection,12.0,1542.7533202559732,3,Concentrated High-Cost Incidents
UK,2023,Man-in-the-Middle,Banking,15.01,416522,Insider,Social Engineering,VPN,63.0,36.03651187692367,1,Widespread Low-Loss Incidents
UK,2021,DDoS,IT,70.49,530341,Insider,Social Engineering,VPN,40.0,132.91448332299407,2,Critical High-Impact Incidents
Japan,2022,Ransomware,IT,73.1,346939,Insider,Weak Passwords,VPN,21.0,210.6998636647941,0,High-Impact Rapid-Response Incidents
Russia,2021,Phishing,Banking,78.45,56333,Unknown,Social Engineering,VPN,8.0,1392.6117906023112,3,Concentrated High-Cost Incidents
Germany,2018,Ransomware,IT,27.51,644913,Unknown,Weak Passwords,VPN,32.0,42.656916514320535,0,High-Impact Rapid-Response Incidents
Japan,2017,SQL Injection,Banking,18.01,295917,Unknown,Weak Passwords,VPN,57.0,60.86166053319005,1,Widespread Low-Loss Incidents
India,2020,Malware,Healthcare,20.62,54206,Insider,Unpatched Software,VPN,51.0,380.40069365014944,3,Concentrated High-Cost Incidents
India,2018,DDoS,Telecommunications,47.5,423071,Unknown,Unpatched Software,Antivirus,69.0,112.27429911291485,2,Critical High-Impact Incidents
Australia,2021,Man-in-the-Middle,Healthcare,17.62,687020,Unknown,Weak Passwords,Antivirus,48.0,25.6469971762103,1,Widespread Low-Loss Incidents
USA,2020,Ransomware,Education,77.09,550317,Insider,Weak Passwords,Encryption,63.0,140.08289767533984,2,Critical High-Impact Incidents
Germany,2021,Phishing,Banking,48.0,170032,Nation-state,Social Engineering,Encryption,24.0,282.2998023901383,0,High-Impact Rapid-Response Incidents
China,2020,SQL Injection,Healthcare,11.55,388591,Unknown,Zero-day,Antivirus,68.0,29.72276764001225,1,Widespread Low-Loss Incidents
India,2023,DDoS,Healthcare,2.27,438318,Hacker Group,Unpatched Software,AI-based Detection,39.0,5.178888386970191,1,Widespread Low-Loss Incidents
India,2018,DDoS,Education,1.71,63389,Insider,Unpatched Software,VPN,20.0,26.9762892615438,1,Widespread Low-Loss Incidents
USA,2015,Man-in-the-Middle,Retail,95.66,377602,Nation-state,Zero-day,Firewall,15.0,253.33552258727443,0,High-Impact Rapid-Response Incidents
France,2021,SQL Injection,Government,42.75,467551,Unknown,Unpatched Software,Encryption,61.0,91.43387566276192,2,Critical High-Impact Incidents
UK,2022,Malware,Telecommunications,38.76,361529,Nation-state,Social Engineering,Firewall,67.0,107.21131638125848,2,Critical High-Impact Incidents
Australia,2019,Man-in-the-Middle,Retail,15.21,677755,Hacker Group,Social Engineering,Firewall,52.0,22.441737796106263,1,Widespread Low-Loss Incidents
UK,2022,Man-in-the-Middle,IT,66.25,303838,Nation-state,Zero-day,AI-based Detection,56.0,218.04382598621635,2,Critical High-Impact Incidents
India,2016,Ransomware,Banking,93.74,339815,Insider,Weak Passwords,Firewall,58.0,275.85598045995613,2,Critical High-Impact Incidents
Russia,2020,Ransomware,Banking,13.66,820140,Insider,Social Engineering,VPN,63.0,16.655692930475286,1,Widespread Low-Loss Incidents
Russia,2015,Ransomware,IT,49.3,879875,Insider,Zero-day,Encryption,61.0,56.03068617701378,2,Critical High-Impact Incidents
Brazil,2022,Man-in-the-Middle,Healthcare,40.94,987320,Unknown,Zero-day,AI-based Detection,44.0,41.465786168618074,2,Critical High-Impact Incidents
Japan,2023,SQL Injection,Government,13.51,772948,Unknown,Zero-day,VPN,43.0,17.47853671915834,1,Widespread Low-Loss Incidents
Brazil,2015,Phishing,Healthcare,84.83,794914,Insider,Social Engineering,Firewall,34.0,106.7159466307047,0,High-Impact Rapid-Response Incidents
Brazil,2019,DDoS,Telecommunications,36.98,198563,Hacker Group,Social Engineering,Firewall,24.0,186.23812089865686,0,High-Impact Rapid-Response Incidents
Germany,2022,DDoS,Retail,21.45,32346,Nation-state,Unpatched Software,AI-based Detection,38.0,663.1422741606381,3,Concentrated High-Cost Incidents
China,2015,Phishing,Banking,18.39,541829,Nation-state,Zero-day,Antivirus,33.0,33.940597494781564,1,Widespread Low-Loss Incidents
Russia,2024,Phishing,Telecommunications,21.22,446028,Hacker Group,Weak Passwords,VPN,37.0,47.575488534352104,1,Widespread Low-Loss Incidents
France,2022,Malware,Education,13.06,759625,Insider,Social Engineering,Encryption,14.0,17.192693763370084,1,Widespread Low-Loss Incidents
Brazil,2017,Phishing,Retail,3.18,520654,Nation-state,Social Engineering,VPN,53.0,6.10770300429844,1,Widespread Low-Loss Incidents
USA,2023,DDoS,IT,99.64,248383,Insider,Social Engineering,Firewall,55.0,401.15466839518,2,Critical High-Impact Incidents
China,2017,Man-in-the-Middle,Banking,62.39,855974,Unknown,Social Engineering,VPN,44.0,72.88772789827729,2,Critical High-Impact Incidents
China,2020,Malware,Government,84.23,50842,Insider,Zero-day,AI-based Detection,59.0,1656.7011525903781,3,Concentrated High-Cost Incidents
Germany,2015,Man-in-the-Middle,Education,81.5,697275,Nation-state,Weak Passwords,Encryption,59.0,116.88358251765803,2,Critical High-Impact Incidents
Germany,2022,Man-in-the-Middle,Telecommunications,0.54,419912,Nation-state,Zero-day,AI-based Detection,40.0,1.285983729924365,1,Widespread Low-Loss Incidents
Japan,2023,Man-in-the-Middle,Banking,65.8,193620,Nation-state,Zero-day,VPN,67.0,339.8409255242227,2,Critical High-Impact Incidents
China,2024,SQL Injection,Banking,58.32,777684,Unknown,Zero-day,VPN,31.0,74.99189902325367,0,High-Impact Rapid-Response Incidents
UK,2018,Malware,Healthcare,27.61,375245,Hacker Group,Social Engineering,Firewall,20.0,73.57859531772576,0,High-Impact Rapid-Response Incidents
China,2023,Man-in-the-Middle,IT,22.96,656090,Insider,Unpatched Software,Encryption,27.0,34.99519882942889,0,High-Impact Rapid-Response Incidents
Australia,2016,Man-in-the-Middle,IT,80.27,653967,Unknown,Unpatched Software,Encryption,21.0,122.74319652214866,0,High-Impact Rapid-Response Incidents
India,2022,SQL Injection,Education,0.83,977791,Unknown,Weak Passwords,Antivirus,15.0,0.8488521575674147,1,Widespread Low-Loss Incidents
UK,2023,DDoS,Telecommunications,81.91,397687,Hacker Group,Social Engineering,VPN,65.0,205.9659983856651,2,Critical High-Impact Incidents
France,2017,Malware,Banking,40.87,719537,Nation-state,Zero-day,AI-based Detection,23.0,56.80041471112674,0,High-Impact Rapid-Response Incidents
Brazil,2017,DDoS,Telecommunications,34.79,724790,Hacker Group,Unpatched Software,Firewall,64.0,48.000110376798794,2,Critical High-Impact Incidents
France,2016,Phishing,IT,33.33,51723,Hacker Group,Weak Passwords,Encryption,23.0,644.3941766718867,3,Concentrated High-Cost Incidents
India,2023,Ransomware,Healthcare,18.26,312340,Nation-state,Zero-day,VPN,35.0,58.461932509444836,1,Widespread Low-Loss Incidents
India,2016,Man-in-the-Middle,Banking,15.28,995025,Unknown,Weak Passwords,AI-based Detection,52.0,15.35639808045024,1,Widespread Low-Loss Incidents
France,2024,SQL Injection,Telecommunications,48.77,336356,Hacker Group,Unpatched Software,Encryption,2.0,144.99518367444017,0,High-Impact Rapid-Response Incidents
France,2017,Ransomware,Retail,48.93,886212,Unknown,Weak Passwords,Encryption,67.0,55.21252251154351,2,Critical High-Impact Incidents
Japan,2016,Ransomware,Healthcare,37.23,209358,Nation-state,Social Engineering,Firewall,25.0,177.82936405582782,0,High-Impact Rapid-Response Incidents
Russia,2022,DDoS,Education,69.24,495616,Nation-state,Unpatched Software,Antivirus,38.0,139.70493285123968,2,Critical High-Impact Incidents
China,2021,SQL Injection,Government,55.55,224311,Insider,Zero-day,Firewall,57.0,247.6472397697839,2,Critical High-Impact Incidents
Japan,2022,DDoS,IT,51.95,65516,Insider,Weak Passwords,Firewall,37.0,792.9360766835582,3,Concentrated High-Cost Incidents
Germany,2024,Ransomware,Government,40.36,301972,Unknown,Weak Passwords,VPN,33.0,133.6547759394911,0,High-Impact Rapid-Response Incidents
